inSmi	refIdx2	Sim
CCc1ccc(cc1)C(=O)C[n+]2cc(n3c2CCC3)c4ccc(cc4)C	17	0.0740
CCc1ccc(cc1)C(=O)C[n+]2cc(n3c2CCC3)c4ccc(cc4)C	62	0.0710
CCc1ccc(cc1)C(=O)C[n+]2cc(n3c2CCC3)c4ccc(cc4)C	92	0.0707
CCc1ccc(cc1)C(=O)C[n+]2cc(n3c2CCC3)c4ccc(cc4)C	23	0.0688
CCc1ccc(cc1)C(=O)C[n+]2cc(n3c2CCC3)c4ccc(cc4)C	71	0.0683
CCc1ccc(cc1)C(=O)C[n+]2cc(n3c2CCC3)c4ccc(cc4)C	96	0.0677
CCc1ccc(cc1)C(=O)C[n+]2cc(n3c2CCC3)c4ccc(cc4)C	13	0.0673
CCc1ccc(cc1)C(=O)C[n+]2cc(n3c2CCC3)c4ccc(cc4)C	37	0.0672
CCc1ccc(cc1)C(=O)C[n+]2cc(n3c2CCC3)c4ccc(cc4)C	12	0.0671
CCc1ccc(cc1)C(=O)C[n+]2cc(n3c2CCC3)c4ccc(cc4)C	58	0.0666
CCc1ccc(cc1)C(=O)C[n+]2cc(n3c2CCC3)c4ccc(cc4)C	7	0.0660
CCc1ccc(cc1)C(=O)C[n+]2cc(n3c2CCC3)c4ccc(cc4)C	52	0.0659
CCc1ccc(cc1)C(=O)C[n+]2cc(n3c2CCC3)c4ccc(cc4)C	28	0.0656
CCc1ccc(cc1)C(=O)C[n+]2cc(n3c2CCC3)c4ccc(cc4)C	35	0.0648
CCc1ccc(cc1)C(=O)C[n+]2cc(n3c2CCC3)c4ccc(cc4)C	53	0.0640
CCc1ccc(cc1)C(=O)C[n+]2cc(n3c2CCC3)c4ccc(cc4)C	51	0.0637
CCc1ccc(cc1)C(=O)C[n+]2cc(n3c2CCC3)c4ccc(cc4)C	21	0.0624
CCc1ccc(cc1)C(=O)C[n+]2cc(n3c2CCC3)c4ccc(cc4)C	33	0.0620
CCc1ccc(cc1)C(=O)C[n+]2cc(n3c2CCC3)c4ccc(cc4)C	87	0.0616
CCc1ccc(cc1)C(=O)C[n+]2cc(n3c2CCC3)c4ccc(cc4)C	38	0.0615
CCc1ccc(cc1)C(=O)C[n+]2cc(n3c2CCC3)c4ccc(cc4)C	26	0.0612
CCc1ccc(cc1)C(=O)C[n+]2cc(n3c2CCC3)c4ccc(cc4)C	88	0.0607
CCc1ccc(cc1)C(=O)C[n+]2cc(n3c2CCC3)c4ccc(cc4)C	56	0.0604
CCc1ccc(cc1)C(=O)C[n+]2cc(n3c2CCC3)c4ccc(cc4)C	24	0.0603
CCc1ccc(cc1)C(=O)C[n+]2cc(n3c2CCC3)c4ccc(cc4)C	80	0.0600
CCc1ccc(cc1)C(=O)C[n+]2cc(n3c2CCC3)c4ccc(cc4)C	57	0.0598
CCc1ccc(cc1)C(=O)C[n+]2cc(n3c2CCC3)c4ccc(cc4)C	46	0.0583
CCc1ccc(cc1)C(=O)C[n+]2cc(n3c2CCC3)c4ccc(cc4)C	44	0.0577
CCc1ccc(cc1)C(=O)C[n+]2cc(n3c2CCC3)c4ccc(cc4)C	81	0.0576
CCc1ccc(cc1)C(=O)C[n+]2cc(n3c2CCC3)c4ccc(cc4)C	69	0.0572
CCc1ccc(cc1)C(=O)C[n+]2cc(n3c2CCC3)c4ccc(cc4)C	27	0.0572
CCc1ccc(cc1)C(=O)C[n+]2cc(n3c2CCC3)c4ccc(cc4)C	63	0.0570
CCc1ccc(cc1)C(=O)C[n+]2cc(n3c2CCC3)c4ccc(cc4)C	85	0.0563
CCc1ccc(cc1)C(=O)C[n+]2cc(n3c2CCC3)c4ccc(cc4)C	79	0.0558
CCc1ccc(cc1)C(=O)C[n+]2cc(n3c2CCC3)c4ccc(cc4)C	75	0.0556
CCc1ccc(cc1)C(=O)C[n+]2cc(n3c2CCC3)c4ccc(cc4)C	31	0.0554
CCc1ccc(cc1)C(=O)C[n+]2cc(n3c2CCC3)c4ccc(cc4)C	8	0.0553
CCc1ccc(cc1)C(=O)C[n+]2cc(n3c2CCC3)c4ccc(cc4)C	10	0.0546
CCc1ccc(cc1)C(=O)C[n+]2cc(n3c2CCC3)c4ccc(cc4)C	94	0.0543
CCc1ccc(cc1)C(=O)C[n+]2cc(n3c2CCC3)c4ccc(cc4)C	74	0.0539
CCc1ccc(cc1)C(=O)C[n+]2cc(n3c2CCC3)c4ccc(cc4)C	77	0.0530
CCc1ccc(cc1)C(=O)C[n+]2cc(n3c2CCC3)c4ccc(cc4)C	25	0.0525
CCc1ccc(cc1)C(=O)C[n+]2cc(n3c2CCC3)c4ccc(cc4)C	32	0.0509
CCc1ccc(cc1)C(=O)C[n+]2cc(n3c2CCC3)c4ccc(cc4)C	67	0.0482
CCc1ccc(cc1)C(=O)C[n+]2cc(n3c2CCC3)c4ccc(cc4)C	91	0.0479
CCc1ccc(cc1)C(=O)C[n+]2cc(n3c2CCC3)c4ccc(cc4)C	16	0.0476
CCc1ccc(cc1)C(=O)C[n+]2cc(n3c2CCC3)c4ccc(cc4)C	9	0.0455
CCc1ccc(cc1)C(=O)C[n+]2cc(n3c2CCC3)c4ccc(cc4)C	29	0.0455
CCc1ccc(cc1)C(=O)C[n+]2cc(n3c2CCC3)c4ccc(cc4)C	61	0.0454
CCc1ccc(cc1)C(=O)C[n+]2cc(n3c2CCC3)c4ccc(cc4)C	95	0.0444
CCc1ccc(cc1)C(=O)C[n+]2cc(n3c2CCC3)c4ccc(cc4)C	1	0.0440
CCc1ccc(cc1)C(=O)C[n+]2cc(n3c2CCC3)c4ccc(cc4)C	93	0.0435
CCc1ccc(cc1)C(=O)C[n+]2cc(n3c2CCC3)c4ccc(cc4)C	97	0.0435
CCc1ccc(cc1)C(=O)C[n+]2cc(n3c2CCC3)c4ccc(cc4)C	70	0.0432
CCc1ccc(cc1)C(=O)C[n+]2cc(n3c2CCC3)c4ccc(cc4)C	65	0.0411
CCc1ccc(cc1)C(=O)C[n+]2cc(n3c2CCC3)c4ccc(cc4)C	66	0.0401
CCc1ccc(cc1)C(=O)C[n+]2cc(n3c2CCC3)c4ccc(cc4)C	0	0.0397
CCc1ccc(cc1)C(=O)C[n+]2cc(n3c2CCC3)c4ccc(cc4)C	41	0.0394
CCc1ccc(cc1)C(=O)C[n+]2cc(n3c2CCC3)c4ccc(cc4)C	82	0.0391
CCc1ccc(cc1)C(=O)C[n+]2cc(n3c2CCC3)c4ccc(cc4)C	89	0.0376
CCc1ccc(cc1)C(=O)C[n+]2cc(n3c2CCC3)c4ccc(cc4)C	5	0.0352
CCc1ccc(cc1)C(=O)C[n+]2cc(n3c2CCC3)c4ccc(cc4)C	36	0.0334
CCc1ccc(cc1)C(=O)C[n+]2cc(n3c2CCC3)c4ccc(cc4)C	2	0.0294
CCc1ccc(cc1)C(=O)C[n+]2cc(n3c2CCC3)c4ccc(cc4)C	4	0.0279
CCc1ccc(cc1)C(=O)C[n+]2cc(n3c2CCC3)c4ccc(cc4)C	3	0.0277
CCc1ccc(cc1)C(=O)C[n+]2cc(n3c2CCC3)c4ccc(cc4)C	47	0.0272
CCc1ccc(cc1)C(=O)C[n+]2cc(n3c2CCC3)c4ccc(cc4)C	68	0.0272
CCc1ccc(cc1)C(=O)C[n+]2cc(n3c2CCC3)c4ccc(cc4)C	6	0.0208
CCc1ccc(cc1)C(=O)C[n+]2cc(n3c2CCC3)c4ccc(cc4)C	34	0.0179
CCc1ccc(cc1)C(=O)C[n+]2cc(n3c2CCC3)c4ccc(cc4)C	18	0.0161
CCc1ccc(cc1)C(=O)C[n+]2cc(n3c2CCC3)c4ccc(cc4)C	19	0.0128
CCc1ccc(cc1)C(=O)C[n+]2cc(n3c2CCC3)c4ccc(cc4)C	99	0.0115
CCc1ccc(cc1)C(=O)C[n+]2cc(n3c2CCC3)c4ccc(cc4)C	11	0.0109
CCc1ccc(cc1)C(=O)C[n+]2cc(n3c2CCC3)c4ccc(cc4)C	90	0.0020
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	7	0.5761
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	73	0.2923
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	92	0.2905
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	72	0.1808
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	17	0.1430
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	78	0.1288
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	75	0.1100
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	59	0.0990
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	30	0.0944
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	67	0.0874
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	21	0.0868
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	10	0.0831
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	38	0.0826
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	43	0.0818
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	98	0.0810
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	32	0.0804
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	23	0.0801
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	40	0.0794
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	94	0.0794
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	24	0.0785
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	55	0.0777
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	27	0.0772
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	9	0.0770
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	12	0.0770
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	15	0.0768
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	49	0.0762
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	70	0.0754
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	28	0.0747
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	13	0.0746
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	16	0.0723
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	86	0.0720
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	37	0.0696
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	91	0.0684
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	35	0.0684
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	83	0.0681
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	89	0.0679
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	58	0.0677
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	41	0.0671
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	88	0.0652
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	84	0.0651
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	26	0.0645
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	45	0.0643
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	50	0.0637
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	29	0.0620
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	44	0.0616
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	56	0.0615
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	85	0.0604
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	62	0.0603
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	69	0.0591
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	36	0.0585
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	95	0.0580
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	81	0.0576
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	64	0.0572
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	57	0.0572
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	20	0.0562
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	61	0.0558
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	6	0.0558
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	87	0.0556
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	8	0.0544
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	82	0.0543
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	76	0.0532
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	60	0.0521
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	80	0.0513
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	14	0.0508
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	63	0.0506
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	42	0.0504
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	71	0.0497
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	39	0.0496
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	96	0.0495
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	100	0.0489
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	53	0.0486
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	22	0.0486
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	65	0.0484
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	34	0.0481
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	54	0.0479
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	1	0.0470
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	33	0.0468
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	0	0.0465
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	74	0.0460
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	48	0.0456
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	31	0.0441
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	66	0.0422
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	52	0.0421
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	68	0.0412
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	25	0.0400
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	77	0.0393
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	46	0.0376
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	93	0.0353
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	97	0.0346
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	3	0.0323
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	47	0.0322
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	5	0.0315
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	79	0.0309
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	18	0.0289
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	4	0.0271
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	2	0.0263
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	90	0.0100
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	19	0.0089
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	99	0.0088
COc1ccc(c(c1)c2ccc(c(c2)CNC3CCCCCC3)O)OC	11	0.0032
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	53	0.4010
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	24	0.0951
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	45	0.0861
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	30	0.0843
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	87	0.0782
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	29	0.0773
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	31	0.0747
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	25	0.0745
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	85	0.0740
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	74	0.0727
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	59	0.0723
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	33	0.0717
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	13	0.0717
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	97	0.0713
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	21	0.0706
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	91	0.0690
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	63	0.0689
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	80	0.0673
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	8	0.0666
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	50	0.0659
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	65	0.0649
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	32	0.0636
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	39	0.0631
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	75	0.0630
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	57	0.0617
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	67	0.0613
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	14	0.0605
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	43	0.0593
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	77	0.0576
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	86	0.0565
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	73	0.0563
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	17	0.0562
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	66	0.0553
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	61	0.0551
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	78	0.0548
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	69	0.0544
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	47	0.0542
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	22	0.0540
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	72	0.0538
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	58	0.0526
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	54	0.0508
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	48	0.0501
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	96	0.0499
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	20	0.0499
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	28	0.0499
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	40	0.0498
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	89	0.0494
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	100	0.0494
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	1	0.0490
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	12	0.0481
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	64	0.0474
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	98	0.0471
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	56	0.0470
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	82	0.0468
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	60	0.0467
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	27	0.0458
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	83	0.0456
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	23	0.0450
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	38	0.0442
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	41	0.0439
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	26	0.0431
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	49	0.0427
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	95	0.0426
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	93	0.0424
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	15	0.0423
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	51	0.0421
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	84	0.0418
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	7	0.0416
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	35	0.0413
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	55	0.0412
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	10	0.0410
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	3	0.0409
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	5	0.0409
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	92	0.0405
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	71	0.0403
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	76	0.0397
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	79	0.0396
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	42	0.0392
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	62	0.0390
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	16	0.0379
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	44	0.0377
Cc1cc(ccc1C(C)C)N(C2=C(C(=O)c3ccccc3C2=O)N4CCOCC4)C(=O)C	81	0.0375
